t[s],HighestCellTemperature[DegC]
475.889969,73.6
475.989945,73.6
476.08994,73.6
476.189934,73.6
476.289945,73.6
476.390421,73.6
476.490403,73.6
476.589936,73.6
476.689941,73.6
476.789939,73.6
476.889932,73.6
476.989922,73.6
477.089943,73.6
477.189936,73.5
477.289948,73.5
477.389956,73.5
477.489942,73.5
477.58994,73.5
477.689951,73.5
477.789938,73.5
477.890423,73.5
477.990445,73.5
478.09045,73.5
478.189925,73.5
478.289935,73.5
478.389931,73.5
478.489931,73.5
478.589949,73.5
478.689937,73.5
478.789936,73.5
478.889931,73.5
478.989938,73.5
479.089934,73.5
479.189942,73.5
479.289935,73.5
479.389932,73.4
479.490426,73.4
479.589969,73.4
479.690428,73.4
479.790447,73.4
479.890424,73.4
479.990424,73.4
480.089943,73.4
480.189913,73.4
480.289928,73.4
480.389916,73.4
480.489931,73.4
480.589946,73.4
480.689939,73.4
480.789957,73.4
480.890418,73.4
480.989969,73.4
481.089986,73.4
481.19042,73.4
481.290443,73.4
481.390425,73.4
481.490428,73.4
481.590428,73.4
481.690421,73.3
481.790428,73.3
481.890411,73.3
481.990427,73.3
482.090428,73.3
482.189968,73.3
482.289938,73.3
482.389937,73.3
482.489952,73.3
482.590454,73.3
482.689961,73.3
482.790453,73.3
482.890441,73.3
482.990432,73.3
483.090408,73.3
483.190404,73.3
483.290427,73.3
483.390423,73.3
483.490419,73.3
483.590426,73.3
483.690428,73.3
483.790428,73.3
483.89044,73.3
483.990421,73.3
484.090438,73.3
484.190424,73.2
484.290448,73.2
484.390456,73.2
484.490423,73.2
484.590428,73.2
484.690403,73.2
484.790441,73.2
484.890422,73.2
484.990422,73.2
485.090427,73.2
485.190426,73.2
485.290425,73.2
485.390428,73.2
485.490421,73.2
485.590428,73.2
485.69043,73.2
485.790437,73.2
485.890471,73.2
485.990433,73.2
486.090435,73.2
486.190436,73.2
486.290453,73.2
486.390435,73.2
486.490421,73.2
486.590424,73.2
486.69042,73.2
486.790425,73.1
486.890425,73.1
486.99044,73.1
487.090428,73.1
487.190444,73.1
487.290445,73.1
487.390435,73.1
487.490434,73.1
487.590433,73.1
487.690452,73.1
487.790445,73.1
487.890448,73.1
487.990442,73.1
488.090452,73.1
488.190438,73.1
488.290452,73.1
488.390451,73.1
488.49042,73.1
488.590439,73.1
488.690429,73.1
488.79043,73.1
488.890433,73.1
488.990447,73.1
489.090432,73.1
489.19045,73
489.290439,73
489.390456,73
489.490438,73
489.590438,73
489.690431,73
489.790433,73
489.890446,73
489.990434,73
490.09044,73
490.190439,73
490.290949,73
490.390947,73
490.490436,73
490.590433,73
490.690452,73
490.790444,73
490.890463,73
490.990434,73
491.090445,73
491.190431,73
491.290434,73
491.390436,73
491.490437,73
491.590439,73
491.69044,73
491.790926,72.9
491.890928,72.9
491.990922,72.9
492.090956,72.9
492.190942,72.9
492.29095,72.9
492.390929,72.9
492.490433,72.9
492.590451,72.9
492.69043,72.9
492.79043,72.9
492.890444,72.9
492.990434,72.9
493.090435,72.9
493.190432,72.9
493.290438,72.9
493.390922,72.9
493.49092,72.9
493.590949,72.9
493.69092,72.9
493.790922,72.9
493.890952,72.9
493.990934,72.9
494.090928,72.9
494.190931,72.9
494.290926,72.8
494.390928,72.8
494.490456,72.8
494.59043,72.8
494.690437,72.8
494.79044,72.8
494.890443,72.8
494.990933,72.8
495.090934,72.8
495.190923,72.8
495.290923,72.8
495.390902,72.8
495.490922,72.8
495.591497,72.8
495.690938,72.8
495.790928,72.8
495.890925,72.8
495.990933,72.8
496.090924,72.8
496.190902,72.8
496.290947,72.8
496.39095,72.8
496.490931,72.8
496.590943,72.7
496.690926,72.7
496.790927,72.7
496.890934,72.7
496.990926,72.7
497.090903,72.7
497.190926,72.7
497.29092,72.7
497.390923,72.7
497.490945,72.7
497.590927,72.7
497.690927,72.7
497.790945,72.7
497.890939,72.7
497.990943,72.7
498.09096,72.7
498.190933,72.7
498.290935,72.7
498.390945,72.7
498.490935,72.7
498.590937,72.7
498.69094,72.7
498.790931,72.7
498.890939,72.7
498.990957,72.7
499.090933,72.6
499.190947,72.6
499.290952,72.6
499.390931,72.6
499.490942,72.6
499.590986,72.6
499.691444,72.6
499.791444,72.6
499.890957,72.6
499.990937,72.6
500.090933,72.6
500.190944,72.6
500.29094,72.6
500.390914,72.6
500.490958,72.6
500.59093,72.6
500.690934,72.6
500.79098,72.6
500.890935,72.6
500.991446,72.6
501.090946,72.6
501.191444,72.6
501.291425,72.6
501.391444,72.6
501.490953,72.6
501.59093,72.6
501.690946,72.6
501.79093,72.6
501.890938,72.5
501.990915,72.5
502.090916,72.5
502.190935,72.5
502.290964,72.5
502.390941,72.5
502.490932,72.5
502.590947,72.5
502.691455,72.5
502.790965,72.5
502.891455,72.5
502.990936,72.5
503.090938,72.5
503.190979,72.5
503.290922,72.5
503.390932,72.5
503.490967,72.5
503.590931,72.5
503.69094,72.5
503.790969,72.5
503.890977,72.5
503.990942,72.5
504.090963,72.5
504.190954,72.5
504.291448,72.5
504.39145,72.5
504.491424,72.5
504.591445,72.4
504.69142,72.4
504.790936,72.4
504.890932,72.4
504.990965,72.4
505.09095,72.4
505.190946,72.4
505.290936,72.4
505.390915,72.4
505.490937,72.4
505.590988,72.4
505.69145,72.4
505.791443,72.4
505.89097,72.4
505.991453,72.4
506.091438,72.4
506.191422,72.4
506.291422,72.4
506.391427,72.4
506.49142,72.4
506.591427,72.4
506.69142,72.4
506.791427,72.4
506.891463,72.4
506.990918,72.4
507.091457,72.3
507.190926,72.3
507.291449,72.3
507.391444,72.3
507.491423,72.3
507.591446,72.3
507.691453,72.3
507.791422,72.3
507.891424,72.3
507.991421,72.3
508.091426,72.3
508.191409,72.3
508.291429,72.3
508.391427,72.3
508.491433,72.3
508.591424,72.3
508.691421,72.3
508.791431,72.3
508.891437,72.3
508.99146,72.3
509.091442,72.3
509.191444,72.3
509.291448,72.3
509.39142,72.3
509.491422,72.3
509.591422,72.3
509.691421,72.2
509.791425,72.2
509.891422,72.2
509.991427,72.2
510.091443,72.2
510.191421,72.2
510.291422,72.2
510.391428,72.2
510.491446,72.2
510.591446,72.2
510.691441,72.2
510.791431,72.2
510.89143,72.2
510.99145,72.2
511.091438,72.2
511.191435,72.2
511.291421,72.2
511.391427,72.2
511.491421,72.2
511.591459,72.2
511.691421,72.2
511.791456,72.2
511.891432,72.2
511.991437,72.2
512.091438,72.2
512.191436,72.2
512.291433,72.2
512.39143,72.2
512.491442,72.2
512.591431,72.1
512.691434,72.1
512.791431,72.1
512.891448,72.1
512.991443,72.1
513.091436,72.1
513.191428,72.1
513.291423,72.1
513.391422,72.1
513.491467,72.1
513.591464,72.1
513.691439,72.1
513.791413,72.1
513.891452,72.1
513.991438,72.1
514.091434,72.1
514.191432,72.1
514.29143,72.1
514.391434,72.1
514.491433,72.1
514.591433,72.1
514.691437,72.1
514.791962,72.1
514.891461,72.1
514.991462,72.1
515.091438,72
515.191427,72
515.291414,72
515.391434,72
515.491436,72
515.591432,72
515.691443,72
515.791414,72
515.891438,72
515.99143,72
516.091436,72
516.191436,72
516.29146,72
516.391932,72
516.491922,72
516.59145,72
516.691927,72
516.791946,72
516.891954,72
516.991928,72
517.091441,72
517.191435,72
517.291447,72
517.391437,72
517.491437,72
517.591438,72
517.691448,72
517.791447,72
517.891451,72
517.991451,72
518.091927,72
518.191937,71.9
518.291941,71.9
518.391929,71.9
518.491925,71.9
518.591947,71.9
518.69192,71.9
518.791921,71.9
518.891945,71.9
518.991956,71.9
519.091958,71.9
519.191469,71.9
519.291461,71.9
519.391434,71.9
519.491441,71.9
519.591925,71.9
519.691925,71.9
519.791921,71.9
519.891902,71.9
519.991921,71.9
520.091925,71.9
520.19192,71.9
520.291928,71.9
520.391927,71.9
520.491927,71.9
520.591904,71.9
520.691924,71.9
520.791925,71.8
520.891923,71.8
520.991926,71.8
521.091943,71.8
521.19146,71.8
521.291912,71.8
521.391923,71.8
521.49192,71.8
521.591927,71.8
521.691926,71.8
521.791926,71.8
521.891924,71.8
521.991925,71.8
522.091927,71.8
522.191922,71.8
522.291924,71.8
522.391924,71.8
522.491921,71.8
522.591933,71.8
522.691952,71.8
522.791931,71.8
522.891957,71.8
522.991936,71.8
523.091953,71.8
523.191953,71.8
523.291934,71.8
523.391921,71.8
523.491926,71.8
523.591926,71.8
523.691927,71.8
523.791936,71.8
523.891937,71.8
523.99195,71.8
524.09195,71.7
524.191954,71.7
524.292454,71.7
524.392448,71.7
524.492423,71.7
524.592446,71.7
524.69194,71.7
524.791946,71.7
524.891938,71.7
524.99193,71.7
525.091931,71.7
525.191935,71.7
525.29193,71.7
525.391931,71.7
525.49194,71.7
525.592422,71.7
525.691938,71.7
525.791952,71.7
525.892423,71.7
525.992448,71.7
526.092445,71.7
526.191959,71.7
526.291942,71.7
526.391934,71.7
526.491935,71.7
526.591935,71.7
526.691938,71.6
526.791938,71.6
526.891935,71.6
526.991939,71.6
527.091969,71.6
527.191944,71.6
527.291944,71.6
527.392449,71.6
527.491954,71.6
527.592437,71.6
527.692449,71.6
527.791936,71.6
527.891938,71.6
527.991938,71.6
528.091964,71.6
528.191934,71.6
528.291951,71.6
528.391941,71.6
528.491944,71.6
528.591943,71.6
528.691938,71.6
528.791937,71.6
528.892444,71.6
528.992452,71.6
529.092447,71.6
529.192441,71.6
529.292439,71.6
529.392421,71.6
529.491932,71.6
529.591933,71.5
529.691932,71.5
529.791967,71.5
529.891933,71.5
529.991931,71.5
530.091935,71.5
530.19195,71.5
530.291957,71.5
530.391946,71.5
530.491965,71.5
530.591963,71.5
530.692446,71.5
530.792451,71.5
530.892446,71.5
530.99245,71.5
531.092421,71.5
531.192423,71.5
531.292421,71.5
531.392422,71.5
531.491962,71.5
531.591953,71.5
531.691951,71.5
531.791943,71.5
531.891935,71.5
531.99245,71.5
532.091975,71.5
532.192451,71.5
